radius
-1.0
71764071.02952562
-1.0
-1.0
-1.0
181637417.6503305
2719844117.8443804
98175264.17968912
-1.0
283877321.7057826
2515568533.0299106
237760342.55141652
197629941.4468163
2329034458.4603596
2285526193.3722687
2244720399.16118
2224928799.3508964
25048349.218933433
-1.0
34461304.28564257
62603206.288063414
-1.0
-1.0
46182249.201808125
1953669413.5038393
11437781.154865714
132421898.5170555
101801371.72232512
1862034424.9668055
43247209.51705591
-1.0
-1.0
-1.0
-1.0
52541907.90342749
1712478873.9409034
1695540021.1798756
28279911.60363734
53856662.155210376
79072380.80647081
22865788.89020211
119669068.94491428
2262549472.892047
1586974939.399607
79192256.54128626
103521773.76247142
37329851.94319605
929080987.9360371
4902546.581384471
54558.998349352296
1236355.395651643
281030.17898046947
3074573.4061155906
-1.0
7608003.420581124
789119564.0174229
3943321.7190862973
14146009.777900787
11054671.043807076
16817455.30485171
860449574.6826742
876734532.9533464
6823890.056869174
7475989.312140216
929945070.6156055
949280252.2078125
48468564.58452792
-1.0
24711971.917396165
17019275.07493084
24264928.197996613
7004464.095429285
-1.0
37660364.8822854
5305886.359234103
78316255.42565617
40543913.63632867
26906196.11526366
41606543.485194616
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
140391933.41695118
9329967.976157239
73864432.71257666
108353068.9897209
130501918.2758788
-1.0
-1.0
3991071.8853228744
11520054.741911173
4510230.3846544735
-1.0
3100097.0942523284
529523826.84382856
-1.0
-1.0
73921464.70064986
64418206.07593458
-1.0
274515606.79210585
13147264369.1859
155696018.19651857
-1.0
-1.0
1784839669.8592649
2217947826.3047705
3348938279.54236
1759734902.6245182
70030407.3324309
114366842.46521005
1549116335.7783594
21634761.091405608
1793703.6301285352
-1.0
2565388.1673618383
14976847.594400132
1752039.6334942593
9792640.95644714
826574555.2728709
8057302.041944189
4455939.518957832
39567672.00006463
3599648.7618088676
-1.0
-1.0
41130986.31735219
8374800.8269951735
16425078.838025872
6274112.231231401
744393791.5653224
1048843.007629855
-1.0
2091082.6711490238
752431389.9069426
775406878.7846719
11573777.56705409
-1.0
-1.0
-1.0
-1.0
11841441.040081648
936335043.2360336
-1.0
-1.0
-1.0
28929447.319400825
1291344449.4687867
7306914.021935078
187643439.97993702
1261828342.9888916
-1.0
11190124.463445462
5220995.035182799
33080371.453365423
1604551802.6259599
20277465.40570801
-1.0
-1.0
-1.0
1572626743.7413242
196998014.67401785
-1.0
31389628.243975878
1109382521.366984
18765335.611277957
5957556.9883490745
-1.0
-1.0
12633584.593449505
1045599568.038944
1183754245.1802979
12479126.43104423
-1.0
-1.0
144291896.6273514
-1.0
-1.0
-1.0
2271496451.5294285
-1.0
-1.0
7160536557.741719
7319377491.941895
-1.0
-1.0
-1.0
-1.0
2264121622.228979
-1.0
37486378.86482085
1391346101.2363079
1399499770.284246
-1.0
2305701776.836127
8010661941.914076
51842447.31605682
838415687.364882
7049280233.833604
80600733.18019395
1307434462.9869134
536231236.2365281
1796217874.0691948
5872218193.666826
412505150.40896523
132238609.51982653
604819288.0626533
316091342.7449403
34540439.73220852
1470383.9588400652
-1.0
-1.0
434491.79404583556
1708863.8454930056
4259480.069724877
586759093.8592712
1001322694.7366796
-1.0
-1.0
3276700.9453210724
325804464.47655785
3562238.410676182
-1.0
-1.0
26016500.183517754
-1.0
-1.0
26107311.362052694
8454086.08294567
2985671.632298391
6479290.191703921
5644497947.273378
39769341.52202518
47787389.44452325
-1.0
-1.0
36777068.73854781
7234036.930581684
-1.0
-1.0
22059060.517815307
12972963.42990409
1703711.5495950228
-1.0
3753219.1829215265
717288.7251336185
7398362.50495021
2747460.2187804794
-1.0
20136808.96856262
11130695.045763547
38098969.72281762
1320595864.8625214
6051223.220833441
-1.0
7163909.39772549
1348269379.105475
21746871.95625144
-1.0
-1.0
-1.0
57278075.06763184
21440600.017495487
14695299.105445793
1403404999.2350354
6230023.986256266
30120659.0049767
29359936.811861265
-1.0
55062320.65978949
119037173.2842911
-1.0
47082626.85676332
92097212.775496
-1.0
-1.0
-1.0
1512599871.8017254
69513143.74773282
-1.0
-1.0
40937513.64766312
119291466.83905026
34037931.62287136
1574339543.238759
128693604.08556399
-1.0
54999060.595624246
17397353.994468357
106073370.92954189
68869425.75095606
31256270.553831514
6929156.564575516
-1.0
-1.0
150866192.04682195
-1.0
76121408.43611196
37912036.98347185
145912747.41436073
40055534.8117082
-1.0
-1.0
-1.0
-1.0
-1.0
34505192.32493651
1889006354.0652883
125069515.49264772
-1.0
128727771.77857155
8233457.098701647
1976381491.3299491
75417306.99709679
72205464.25048503
161409174.80365133
9967608.304383794
2935922524.9595327
2085463220.7850823
137977571.86964807
182956178.77227354
10312972.08036067
53183041.94457054
135464570.2888947
94913222.00562586
189194119.02624083
10326323.102790922
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
75313031.52315608
124133348.07148401
161330736.05304855
228616611.30196384
73802999.7532301
27432826.232400253
21631635.99907647
72509344.7401217
126361446.74729073
182839658.96396595
242809195.81615794
175754801.1616145
-1.0
447761804.29116935
526584802.0424223
